County Reporting,Date of Interview,Name of Employer,# employees at work place,Size Category          Small(0-50)           Large (50+),# of tobacco users at work place,Does employer hire tobacco users?             --yes or no,"Does employer provide health insurance?  yes or no?  If no, proceed to column Y.",Please select type of insurance coverage:  self-insured or fully-insured,Insurance Carrier,"Please select one employer sector: government, healthcare, or business (including private or non-profit)",Any tobacco cessation coverage?,Patch NRT OTC Covered?                     -- Yes or No,Gum NRT OTC Covered?                      -- Yes or No,Lozenge NRT OTC Covered?                    -- yes or no,Covered OTC only?,Inhaler NRT RX Covered?                    -- yes or no,Nose Spray RX Covered?                    -- yes or no,Bupropion RX  Covered?                   -- yes or no,Varenicline RX Covered?                    -- yes or no,Covered RX only?,Covered both OTC and RX?,Individual Counseling Covered?                   -- yes or no,Phone Counseling Covered?                    -- yes or no,Group Counseling Covered?                      -- yes or no,Web Based Counseling Covered?    -- yes or no,Covered some types of counseling?,Covered all types of counseling?,Covers at least 2 Quit Attempts provided per year                  -- yes or no,Are a combination of both cessation medication and counseling covered?,"Any barriers to coverage, such as counseling before medications or    co-pays?             --yes or no","Extent of TFG Policy Coverage -- 100% SFG, 100% TFG, SFIW, or SFIWO     ",E-cigs included in policy as restricted yes or no,Silver FTCA Medication Criteria Met,Gold FTCA Medication Criteria Met,Baseline SOC      BENEFIT,Baseline SOC           TFG Policy,Baseline SOC            Promote Encourage Provide,BaselineWas a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-1        FY(13-14) SOC      BENEFIT,Q-1        FY(13-14) SOC      TFG Policy,Q-1        FY(13-14) SOC         Promote Encourage Provide,Q-1        Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-2        FY(13-14) SOC      BENEFIT,Q-2        FY(13-14) SOC      TFG Policy,Q-2        FY(13-14) SOC         Promote Encourage Provide,Q-2      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-3        FY(13-14) SOC      BENEFIT,Q-3        FY(13-14) SOC      TFG Policy,Q-3        FY(13-14) SOC         Promote Encourage Provide,Q-3      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-4        FY(13-14) SOC      BENEFIT,Q-4        FY(13-14) SOC      TFG Policy,Q-4        FY(13-14) SOC         Promote Encourage Provide,Q-4      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,"Briefly describe any progress made with this employer from baseline interview.                  (For example, has an employer strengthened a campus policy, instituted a no-hire policy,   increased benefit coverage, or made a decision to do so?  Have you sent this employer emails or information newsletters to maintain regular communication?  Have you spoken by phone or face-fo-face?)","Briefly describe any plans, opportunities or potential strategies to engage this employer in the coming quarter to move them from one stage of change to another."
Miami-Dade,9/18/2012,Miami Dade Transit,1600,2,99,99,1,99,3,6,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,4,2,2,2,2,2,2,No,1,1,2,No,1,1,2,No,1,1,2,No,1,1,2,No,The grantee contacted the employer and no change has been made with their cessation benefits and in their decision to create a tobacco free policy. The grantee has provided literature to ma88gement so that they can engage their workforce to adopt policy change. ,The grantee will continue to engage and assist employer in the new fiscal year.
Miami-Dade,8/22/2012,South Florida Educational Credit Union,210,2,77,99,99,99,99,99,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,3,2,2,2,3,4,4,No,3,5,4,No,3,5,4,No,3,5,4,No,3,5,4,No,Grantee was maintains contact with the   benefits specialist of South Florida Educatio88l Credit Union. The employer has not made any changes to their policy because they do not have smokers at their worksite. ,The grantee will maintain contain with the employer and assist employer where needed in the new fiscal year.
Miami-Dade,12/3/2012,Camillus House,140,2,99,99,1,99,3,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,3,2,2,2,1,5,3,No,1,5,3,No,1,5,3,No,1,5,3,No,1,5,3,No,"The grantee has attempted to re-establish contact with Camillus House, but has been u88ble to do so. The Wellness Coordi88tor at Camillus House is still on leave and due to this the grantee has not been able to move forward at this worksite.",The grantee will try to re-establish contact with employer in the new fiscal year.
Miami-Dade,11/13/2012,LAN Airlines and LAN Cargo,1500,2,77,99,1,99,6,3,1,99,99,99,77,99,99,99,99,77,77,99,1,99,99,1,77,2,77,77,4,2,2,2,1,2,2,No,1,2,2,No,1,2,3,No,1,2,2,No,1,2,2,No,The grantee was able to educate the new benefits coordi88torabout  the importance of cessation benefits and a tobacco free worksite policy. The employer will go back and asses the current state of the company and the needs of its workforce in this regard.,The grantee will engage the employer in the new fiscal to assess if any changes have been made to their policy.
Miami-Dade,10/30/2012,Miami Dade College,6000,2,99,99,1,99,2,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,2,2,2,2,2,5,3,Yes,2,5,3,No,2,5,4,No,2,5,4,No,2,5,4,No,"Miami Dade College with the partnership of the University of Miami Area Health Education Center continues to offer cessation classes to its employees.  The grantee maintains contact with the employer through phone, email and Consortium for a Healthier Miami-Dade Meetings and continues provide support with educatio88l materials and with tobacco observances.",The grantee will continue to support the employer by providing resources and educatio88l materials where appropriate.
Miami-Dade,11/19/2012,Mt. Sinai Medical Center,3500,2,67,99,1,99,1,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,2,2,2,2,1,5,3,No,1,5,3,No,1,5,4,No,1,5,4,No,1,5,4,No,Employer maintainsits tobacco free grounds policy and policy to not hire smokers. The employer's policy to hire only non-smokers has been in effect since January 2013.,The grantee will continue to engage the employer with information and resources where needed.  
Miami-Dade,3/19/2013,Burger King Corperation,250,2,25,99,1,99,4,3,1,99,99,99,77,99,99,99,99,77,77,99,1,1,99,1,77,2,77,77,3,2,2,2,3,2,2,No,1,1,3,No,99,99,99,99,1,1,3,No,1,1,3,No,The grantee maintains contact with the Senior Ma88ger of Benefits. The employer has not made any changes to their benefits as they have been dealing with other projects. The employer will be ready to review its cessation benefits and smoking policy in the next fiscal year.,The grantee will maintain contact with the employer to assist with changes in their employee benefits and smoking policy.
Miami-Dade,2/12/2013,"Community Health of South Florida, Inc. ",613,2,99,99,1,99,1,2,1,1,99,99,77,99,99,99,99,77,77,99,99,1,99,1,77,1,1,2,2,2,2,2,1,5,2,No,1,5,2,No,1,5,2,No,1,5,2,No,1,5,2,No,The employer has maintained their tobacco free grounds policy and promotes the three ways to quit for employees. Th employer also has a no hire smokers policy. ,The grantee will continue to engage the employer in providing assistance and materials where needed. 
Miami-Dade,2/22/2013,Executive national Bank,85,2,10,99,1,99,6,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,1,77,77,4,2,2,2,1,2,2,No,1,2,2,No,1,2,2,No,1,2,2,No,1,2,2,No,The employer still maintains their smoke free grounds policy and is still looking into providing more coverage for employees.,The grantee will continue to engage the employer in regards to improving their cessation benefits and to assist the employer with resources where appropriate. 
Miami-Dade,3/6/2013,Guardianship Program of Dade County,41,1,5,99,1,99,99,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,4,2,2,2,1,1,2,No,1,1,2,No,99,99,99,99,1,1,2,No,1,1,2,No,The grantee is assisting the employer by providing more information on cessation for its employees.,The grantee will continue to support the employer with educatio88l materials in the new fiscal year.
Miami-Dade,2/26/2013,Independent Living Systems,300,2,99,99,1,99,9,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,4,2,2,2,1,1,1,No,1,1,1,No,1,1,1,No,1,2,2,No,1,2,2,No,The grantee spoke with the Wellness Coordi88tor about establishing a Tobacco Free Policy. The employer is still establishing a Worksite Wellness Program and will then look into including tobacco in the future. ,The grantee will engage the employer in the new fiscal year and assist the employer with resources where appropriate. 
Miami-Dade,5/22/2013,Bupa Latin America and Caribbean ,200,2,99,99,1,99,99,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,4,2,2,2,1,2,1,No,1,2,2,No,2,2,2,No,2,2,2,No,2,2,2,No,The grantee met with the Human Resource Ma88ger about establishing a Tobacco Free Grounds Policy. The employer has recently moved to a new location and has kicked off their wellness program. The employer is interested in providing cessation sessions on site for their employees to assist them with the quit process. The employer plans to initiate pe88lties to smokers in regards to their insurance plan. ,The grantee will continue to engage the employer in the new fiscal year with providing assistance with creating a TFG policy and with providing ideas to help promote smoking cessation to their employees.
Miami-Dade,5/21/2013,Turbana,50,2,99,99,1,99,99,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,4,2,2,2,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,No,Grantee was u88ble to re-establish contact with the employer. The employer no longer hires smokers and does not want to be contacted. ,Grantee will try to maintain contact with human resources department in the new fiscal year with email blast on information pertinent to employer to avoid ruining the relationship.
Miami-Dade,6/11/2013,YWCA of Greater Miami- Dade,400,2,20,99,1,99,12,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,4,2,2,2,1,2,3,No,1,1,4,No,1,1,4,No,1,1,4,No,1,1,4,No,The grantee was able to make a new contact with the employer. In  following up with the employer in regards to going  Tobacco-Free our contact noted that issue has been tabled by the Board of Directors  to review in the new fiscal year ,The grantee will reamin in contact with the organization and continue to engage the employer in the new fiscal year.
Miami-Dade,7/31/2013,Fontainebleau Hotel,2300,2,99,1,1,1,12,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,77,4,2,2,2,1,1,2,No,88,88,88,88,1,1,2,No,1,1,2,No,1,1,2,No,The employer's plan is up for review at the beginning of August. They will access if a smoking policy is necessary to be included in the new plan.,The grantee will continue to engage the emloyer in the new fiscal year and assist with resources when they are ready.
Miami-Dade,9/10/2013,Royal Caribbean Cruise Lines,"1,700",2,77,1,1,1,6,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,4,2,2,2,1,3,4,No,88,88,88,88,3,3,4,Yes,3,3,4,Yes,3,3,4,Yes, The employer has had its tobacco-free policy approved by it's Board of Directors and is planning to make the announcement of their policy in June 2014 once it is given the fi88l approval by its Human Resources Department. Policy will go into effect in January 2015 once approved.,The grantee will continue to support the employer in becoming a tobacco-free worksite  by providing resources and assistance where appropriate.
Miami-Dade,9/16/2013,Miami-Dade Aviation Department,"1,300",2,99,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,2,1,1,2,No,88,88,88,88,1,1,2,No,1,1,2,No,1,1,2,No,"No progress has been made with this employer since the baseline interview as insurance benefits are negotiated at the county level, though the Human Resources Ma88ger has promoted cessation resources at the department level through their wellness program this quarter.",The grantee will continue to engage the employer this quarter by providing ideas and resources to help promote the three ways to quit. 
Miami-Dade,10/15/2013,Bayview Asset Management,772,2,99,1,1,1,1,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,77,77,77,88,2,2,2,1,2,2,No,88,88,88,88,1,2,2,No,1,2,2,No,1,2,2,No,The grantee continues to support employer in their process of creating a tobacco-free policy. The Worksite Welness Director is currently working on getting the buy in from company’s Board of Directors. Grantee assisted employer with information legality of a no hire policy and other information that it requested.,The grantee will continue to engage the employer with information on cessation and policy creation in the new fiscal year. 
Miami-Dade,12/9/2013,Men's Wearhouse,150,2,99,1,1,2,4,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,77,77,77,1,2,2,2,1,1,2,No,88,88,88,88,88,88,88,88,1,1,2,No,1,1,2,No,The grantee has provided employer with information and resources on cessation benefits. The Regio88l Ma88ger is still working with Corporate office to make changes in this area.,The grantee will continue to support employer on the regio88l level in hopes of creating a change in the tobacco policy of the company on a 88tio88l level.
Miami-Dade,12/18/2013,Young Men's Christian Association (YMCA),600,2,99,1,1,2,7,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,77,77,77,2,2,2,2,1,1,2,No,88,88,88,88,88,88,88,88,1,1,2,No,1,3,3,Yes,The grantee met with the employer to review their current smoking policy and help with its revision so that they can become a tobacco free worksite. The employer is completing the revisions so that they can be presented for approval to its Board of Directors.,The grantee will continue to assist employer with technical assistance for policy creation and by providing information and resources on employee cessation.
Miami-Dade,1/6/2014,Miami Dade County,"28,858",2,99,1,1,2,3,1,1,99,99,99,77,99,99,99,99,77,77,99,99,99,1,1,77,77,77,1,4,2,2,2,1,2,2,No,88,88,88,88,88,88,88,88,1,2,2,No,1,3,3,Yes,"The grantee continues to assist employer with resources for cessation services and with technical assistance in creating a tobacco-free policy at their main government building, Stephen P. Clark Building. The employer has high hopes that this could be accomplished because a resolution was passed by the county commissioners to ban the use of electronic cigarettes in county buildings.",The grantee will continue to engage employer with ways to get a tobacco-free grounds policy established for main government building. Grantee will also provide resources and educatio88l materials where appropriate. 
Miami-Dade,1/9/2014,Public House Bar ,10,1,99,1,2,99,99,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,99,88,99,2,2,88,88,88,5,3,No,88,88,88,88,88,88,88,88,88,5,3,No,88,5,3,No,The grantee continues to support the employer cessation resources and information where needed.,The grantee will continue to engage and support the employer to maintain a smoke free workplace.
Miami-Dade,1/15/2014,Johnson & Wales University,2500,2,77,1,1,2,4,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,99,99,99,99,99,2,2,2,2,3,3,3,No,88,88,88,88,88,88,88,88,3,3,3,No,3,3,3,No,Johnson & Wales is moving towards a new tobacco free policy which will be effective in the fall of 2014. The grantee is actively involved with the employer in community events and promotion of cessation services to its community.,The grantee will continue to support the employer with educatio88l materials as well as attending community events that promote cessation.
Miami-Dade,1/15/2014,St. Thomas University,350,2,77,1,1,2,4,3,1,99,99,99,77,99,99,99,99,77,77,99,1,99,99,99,99,99,99,77,1,1,2,2,4,5,5,Yes,88,88,88,88,88,88,88,88,4,5,5,Yes,4,5,5,Yes,The employer has not made any changes to their smoking policy. Their focus on smoking cessation is now combined with their wellness program. ,The grantee will continue to support the employer with educatio88l materials as well as attending community events that promote cessation.
Miami-Dade,2/6/2014,Miami Dade County Public Schools,"36,700",2,99,1,1,1,7,1,1,1,1,99,77,99,99,99,99,77,77,99,1,99,1,99,99,1,99,2,2,2,2,2,5,5,5,No,88,88,88,88,88,88,88,88,1,5,5,No,1,5,5,No,Employer maintains its tobacco free grounds policy and provides cessation benefits through its insurance.,The grantee will continue to engage the employer in the new fiscal year.
Miami-Dade,2/13/2014,Custom Building Products,60,1,7,1,1,1,7,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,99,99,99,99,77,3,2,2,2,1,1,2,No,88,88,88,88,88,88,88,88,1,1,2,No,1,1,2,No,The employer has had a change in ma88gement over the past months. As a result they have temporarily stopped promoting wellness as well as cessation information for the employees. ,The grantee will continue to work with the employer to re-establish their wellness program as well as tobacco cessation to their employees.
Miami-Dade,2/18/2014,Alorica,1400,2,77,1,1,2,12,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,99,99,99,99,99,4,1,2,2,1,1,1,No,88,88,88,88,88,88,88,88,1,1,1,No,1,1,1,No,Employer maintains its smoke free grounds policy and provides cessation benefits through its insurance.,The grantee will continue to engage the employer in the new fiscal year and provide information on cessation services available. 
Miami-Dade,4/8/2014,Florida Memorial University ,253,2,99,1,1,2,6,3,1,99,99,99,77,99,99,99,99,77,77,1,1,1,2,1,1,2,99,77,4,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1,2,3,No,Grantee conducted the BTFF employer interview tool this quarter. The employer is currently on the HBCU Tobacco Free Taskforce working with other historically black colleges and universities in going tobacco free. Grantee is assiting employer as it continues its preparation and research of how to best implement this policy change.  Grantee also has provided employer with cessation information for its students and employees.,The grantee will continue to engage the employer in the new fiscal year with providing assistance with creating a TFG policy and with providing ideas to help promote smoking cessation to their employees.
Miami-Dade,4/10/2014,Toyota of North Miami,180,2,99,1,1,2,2,3,1,2,2,2,2,2,2,1,2,1,2,99,99,99,99,99,99,2,99,1,4,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,3,3,Yes,The grantee conducted the Tobacco Cessation Survey for Employers with Benefits. The employer had a kick-off tobacco awareness campaign that included a representative from the University of Miami Area Health Education Center. ,The grantee will engage the employer in the new fiscal year and assist the employer with resources where appropriate. 
Miami-Dade,4/22/2014,Perry Ellis International,2000,2,99,1,1,2,6,3,77,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,99,2,99,2,4,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,2,3,Yes,Grantee conducted the BTFF employer interview tool this quarter. Employer is currently revisinng its smoking policy and hopes to have it to its Board of Directors by the beginning of the new fiscal year. The grantee also assisted employer with finding cessation providers for its different office locations. The employer has also recently started having cessation services provided by the University of Miami Area Health Education Center.,The grantee will continue to assist employer with technical assistance with their policy creation and by providing information and resources on employee cessation.
Miami-Dade,5/12/2014,Florida International University,9183,2,99,1,1,99,12,3,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,99,99,2,99,1,2,1,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1,4,4,Yes,The grantee conducted the BTFF employer interview tool this quarter with the employer. The grantee was able to assist employer  on how to 88vigate the different State of Florida Insurance policies and to find the benefits covered for smoking cessation. Employer has since shared information with its employees.,The grantee will continue to engage the employer this quarter by providing ideas  to help promote the three ways to quit and resources for its employees. 
Miami-Dade,6/2/2014,Care Resource,300,2,99,1,1,99,6,3,1,99,99,99,77,99,99,99,99,77,77,1,2,2,2,1,99,2,99,77,1,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,No,Grantee conducted the BTFF employer interview tool this quarter.,The grantee will assist employer with adding language prohibiting the use of electronic cigarettes to their smoke free policy.
Miami-Dade,6/9/2014,HealthSouth Rehabilitation Hospital,160,2,99,1,1,99,6,2,1,99,99,99,77,99,99,99,99,77,77,1,2,2,2,99,99,2,99,77,1,1,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,No,The grantee conducted the BTFF employer interview tool this quarter.,The grantee will engage the employer in the new fiscal year and assist the employer with resources where appropriate. 
Miami-Dade,6/10/2014,City of Miami,477,2,99,1,1,99,7,1,1,99,99,99,77,99,99,99,99,77,77,2,2,2,1,99,99,2,99,77,3,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,Yes,Grantee conducted the BTFF employer interview tool this quarter. The grantee also referred employer to the University of Miami Area Health Education Center.,The grantee will assist employer with technical assistance in policy creation and by providing information and resources on employee cessation.
