"","mosquito","site1","site2","site3","site4","site5","site6","code","nTraps","date","site7","site8","site9","site10"
"2182","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-05-12,NA,NA,NA,NA
"2183","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-05-12,NA,NA,NA,NA
"2184","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-05-12,NA,NA,NA,NA
"2185","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-05-12,NA,NA,NA,NA
"2186","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2008-05-12,NA,NA,NA,NA
"2187","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-05-12,NA,NA,NA,NA
"2188","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-05-12,NA,NA,NA,NA
"2189","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-05-12,NA,NA,NA,NA
"2190","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-05-12,NA,NA,NA,NA
"2191","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-05-12,NA,NA,NA,NA
"2192","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-05-12,NA,NA,NA,NA
"2193","Aedes albopictus",NA,NA,1,NA,NA,NA,2,6,2009-05-12,NA,NA,NA,NA
"2194","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-05-12,NA,NA,NA,NA
"2195","A. vexans",NA,NA,1,3,NA,4,1,6,2009-05-12,NA,NA,NA,NA
"2196","Ochlerotatus atlanticus",7,2,NA,1,NA,18,9,6,2009-05-12,NA,NA,NA,NA
"2197","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-05-12,NA,NA,NA,NA
"2198","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-05-12,NA,NA,NA,NA
"2199","O. infirmatus",28,3,18,24,3,19,7,6,2009-05-12,NA,NA,NA,NA
"2200","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-05-12,NA,NA,NA,NA
"2201","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-05-12,NA,NA,NA,NA
"2202","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-05-12,NA,NA,NA,NA
"2203","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-05-12,NA,NA,NA,NA
"2204","Anopheles crucians",NA,3,NA,1,NA,NA,34,6,2009-05-12,NA,NA,NA,NA
"2205","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-05-12,NA,NA,NA,NA
"2206","Culex  erraticus",1,NA,1,NA,NA,22,25,6,2009-05-12,NA,NA,NA,NA
"2207","C. nigrapalpus",4,NA,2,NA,NA,NA,42,6,2009-05-12,NA,NA,NA,NA
"2208","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-05-12,NA,NA,NA,NA
"2209","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-05-12,NA,NA,NA,NA
"2210","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2009-05-12,NA,NA,NA,NA
"2211","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-05-12,NA,NA,NA,NA
"2212","Culiseta  melanura",7,5,4,1,NA,2,41,6,2009-05-12,NA,NA,NA,NA
"2213","Coquillettidia  perturbans",3,1,2,NA,NA,5,60,6,2009-05-12,NA,NA,NA,NA
"2214","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-05-12,NA,NA,NA,NA
"2215","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-05-12,NA,NA,NA,NA
"2216","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2009-05-12,NA,NA,NA,NA
"2217","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2009-05-12,NA,NA,NA,NA
"2218","P. ferox",1,NA,NA,NA,NA,1,52,6,2009-05-12,NA,NA,NA,NA
"2219","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-05-12,NA,NA,NA,NA
"2220","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-05-12,NA,NA,NA,NA
"2221","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-05-12,NA,NA,NA,NA
"2222","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-05-12,NA,NA,NA,NA
"2223","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-05-12,NA,NA,NA,NA
"2224","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-05-12,NA,NA,NA,NA
"2225","Aedes albopictus",1,NA,NA,NA,NA,NA,2,10,2014-05-13,NA,NA,NA,8
"2226","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2014-05-13,NA,NA,NA,NA
"2227","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2014-05-13,NA,NA,NA,NA
"2228","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,10,2014-05-13,NA,NA,NA,NA
"2229","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2014-05-13,NA,NA,NA,NA
"2230","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,10,2014-05-13,NA,NA,NA,NA
"2231","O. infirmatus",4,8,3,1,NA,8,7,10,2014-05-13,NA,96,24,48
"2232","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2014-05-13,NA,NA,NA,NA
"2233","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2014-05-13,NA,NA,NA,NA
"2234","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2014-05-13,NA,NA,NA,NA
"2235","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,10,2014-05-13,NA,NA,NA,NA
"2236","Anopheles crucians",63,34,NA,NA,NA,33,34,10,2014-05-13,2,1368,40,240
"2237","A. quadrimaculatus",NA,3,NA,NA,NA,2,31,10,2014-05-13,NA,48,NA,NA
"2238","Culex  erraticus",10,16,1,NA,NA,5,25,10,2014-05-13,3,24,16,24
"2239","C. nigripalpus",43,75,2,NA,2,18,42,10,2014-05-13,8,48,72,56
"2240","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2014-05-13,NA,NA,NA,NA
"2241","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2014-05-13,NA,NA,NA,NA
"2242","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2014-05-13,NA,NA,NA,NA
"2243","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2014-05-13,NA,NA,NA,NA
"2244","Culiseta  melanura",NA,7,NA,NA,NA,2,41,10,2014-05-13,NA,NA,NA,40
"2245","Coquillettidia  perturbans",3,13,NA,NA,2,12,60,10,2014-05-13,1,1032,184,104
"2246","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2014-05-13,NA,NA,NA,NA
"2247","M. dyari",NA,NA,NA,NA,NA,NA,48,10,2014-05-13,NA,NA,NA,NA
"2248","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2014-05-13,NA,NA,NA,NA
"2249","P. columbiae",NA,3,NA,NA,NA,NA,50,10,2014-05-13,NA,NA,NA,NA
"2250","P. ferox",NA,NA,NA,NA,NA,NA,52,10,2014-05-13,NA,NA,NA,8
"2251","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2014-05-13,NA,NA,NA,NA
"2252","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2014-05-13,NA,NA,NA,NA
"2253","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2014-05-13,NA,NA,NA,NA
"2254","U.  lowii",NA,NA,NA,1,NA,NA,71,10,2014-05-13,NA,NA,NA,NA
"2255","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2014-05-13,NA,NA,NA,NA
"2256","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2014-05-13,NA,NA,NA,NA
"2257","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2014-05-13,NA,NA,NA,NA
"2258","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2008-05-19,NA,NA,NA,NA
"2259","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-05-19,NA,NA,NA,NA
"2260","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-05-19,NA,NA,NA,NA
"2261","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,6,2008-05-19,NA,NA,NA,NA
"2262","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-05-19,NA,NA,NA,NA
"2263","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-05-19,NA,NA,NA,NA
"2264","O. infirmatus",NA,NA,NA,NA,NA,NA,7,6,2008-05-19,NA,NA,NA,NA
"2265","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-05-19,NA,NA,NA,NA
"2266","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-05-19,NA,NA,NA,NA
"2267","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-05-19,NA,NA,NA,NA
"2268","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-05-19,NA,NA,NA,NA
"2269","Anopheles crucians",NA,NA,NA,NA,NA,NA,34,6,2008-05-19,NA,NA,NA,NA
"2270","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-05-19,NA,NA,NA,NA
"2271","Culex  erraticus",NA,NA,NA,NA,NA,NA,25,6,2008-05-19,NA,NA,NA,NA
"2272","C. nigrapalpus",NA,NA,NA,NA,NA,NA,42,6,2008-05-19,NA,NA,NA,NA
"2273","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-05-19,NA,NA,NA,NA
"2274","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-05-19,NA,NA,NA,NA
"2275","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2008-05-19,NA,NA,NA,NA
"2276","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-05-19,NA,NA,NA,NA
"2277","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-05-19,NA,NA,NA,NA
"2278","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2008-05-19,NA,NA,NA,NA
"2279","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-05-19,NA,NA,NA,NA
"2280","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-05-19,NA,NA,NA,NA
"2281","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-05-19,NA,NA,NA,NA
"2282","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-05-19,NA,NA,NA,NA
"2283","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2008-05-19,NA,NA,NA,NA
"2284","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-05-19,NA,NA,NA,NA
"2285","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-05-19,NA,NA,NA,NA
"2286","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-05-19,NA,NA,NA,NA
"2287","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-05-19,NA,NA,NA,NA
"2288","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-05-19,NA,NA,NA,NA
"2289","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-05-19,NA,NA,NA,NA
"2290","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,10,2014-05-20,NA,NA,NA,NA
"2291","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2014-05-20,NA,NA,NA,NA
"2292","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2014-05-20,NA,NA,NA,NA
"2293","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,10,2014-05-20,NA,NA,NA,NA
"2294","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2014-05-20,NA,NA,NA,NA
"2295","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,10,2014-05-20,NA,NA,NA,NA
"2296","O. infirmatus",10,1,1,NA,NA,8,7,10,2014-05-20,NA,NA,NA,16
"2297","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2014-05-20,NA,NA,NA,NA
"2298","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2014-05-20,NA,NA,NA,NA
"2299","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2014-05-20,NA,NA,NA,NA
"2300","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,10,2014-05-20,NA,NA,NA,NA
"2301","Anopheles crucians",24,13,6,NA,1,27,34,10,2014-05-20,3,912,48,152
"2302","A. quadrimaculatus",5,NA,NA,NA,NA,NA,31,10,2014-05-20,NA,NA,NA,NA
"2303","Culex  erraticus",63,21,2,NA,NA,13,25,10,2014-05-20,12,32,56,28
"2304","C. nigripalpus",54,33,6,NA,7,45,42,10,2014-05-20,10,48,120,60
"2305","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2014-05-20,NA,NA,NA,NA
"2306","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2014-05-20,NA,NA,NA,NA
"2307","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2014-05-20,NA,NA,NA,NA
"2308","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2014-05-20,NA,NA,NA,NA
"2309","Culiseta  melanura",4,NA,NA,NA,NA,4,41,10,2014-05-20,NA,NA,24,16
"2310","Coquillettidia  perturbans",4,NA,3,NA,2,22,60,10,2014-05-20,25,752,424,80
"2311","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2014-05-20,NA,NA,NA,NA
"2312","M. dyari",NA,NA,NA,NA,NA,NA,48,10,2014-05-20,NA,NA,NA,NA
"2313","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2014-05-20,NA,NA,NA,NA
"2314","P. columbiae",NA,NA,NA,NA,NA,NA,50,10,2014-05-20,NA,NA,NA,4
"2315","P. ferox",NA,NA,NA,NA,NA,2,52,10,2014-05-20,1,NA,NA,8
"2316","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2014-05-20,NA,NA,NA,NA
"2317","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2014-05-20,NA,NA,NA,NA
"2318","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2014-05-20,NA,NA,NA,NA
"2319","U.  lowii",NA,NA,NA,NA,NA,1,71,10,2014-05-20,4,32,24,NA
"2320","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2014-05-20,NA,NA,NA,NA
"2321","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2014-05-20,NA,NA,NA,NA
"2322","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2014-05-20,NA,NA,NA,NA
"2323","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2009-05-26,NA,NA,NA,NA
"2324","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-05-26,NA,NA,NA,NA
"2325","A. vexans",NA,NA,NA,NA,NA,1,1,6,2009-05-26,NA,NA,NA,NA
"2326","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,7,9,6,2009-05-26,NA,NA,NA,NA
"2327","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-05-26,NA,NA,NA,NA
"2328","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-05-26,NA,NA,NA,NA
"2329","O. infirmatus",2,1,1,NA,NA,4,7,6,2009-05-26,NA,NA,NA,NA
"2330","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-05-26,NA,NA,NA,NA
"2331","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-05-26,NA,NA,NA,NA
"2332","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-05-26,NA,NA,NA,NA
"2333","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-05-26,NA,NA,NA,NA
"2334","Anopheles crucians",NA,1,NA,NA,NA,NA,34,6,2009-05-26,NA,NA,NA,NA
"2335","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-05-26,NA,NA,NA,NA
"2336","Culex  erraticus",NA,NA,NA,NA,NA,NA,25,6,2009-05-26,NA,NA,NA,NA
"2337","C. nigrapalpus",1,NA,NA,NA,NA,NA,42,6,2009-05-26,NA,NA,NA,NA
"2338","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-05-26,NA,NA,NA,NA
"2339","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-05-26,NA,NA,NA,NA
"2340","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2009-05-26,NA,NA,NA,NA
"2341","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-05-26,NA,NA,NA,NA
"2342","Culiseta  melanura",4,NA,NA,NA,NA,28,41,6,2009-05-26,NA,NA,NA,NA
"2343","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-05-26,NA,NA,NA,NA
"2344","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-05-26,NA,NA,NA,NA
"2345","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-05-26,NA,NA,NA,NA
"2346","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2009-05-26,NA,NA,NA,NA
"2347","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2009-05-26,NA,NA,NA,NA
"2348","P. ferox",NA,NA,NA,NA,NA,2,52,6,2009-05-26,NA,NA,NA,NA
"2349","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-05-26,NA,NA,NA,NA
"2350","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-05-26,NA,NA,NA,NA
"2351","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-05-26,NA,NA,NA,NA
"2352","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-05-26,NA,NA,NA,NA
"2353","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-05-26,NA,NA,NA,NA
"2354","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-05-26,NA,NA,NA,NA
"2355","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2008-05-27,NA,NA,NA,NA
"2356","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-05-27,NA,NA,NA,NA
"2357","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-05-27,NA,NA,NA,NA
"2358","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,6,2008-05-27,NA,NA,NA,NA
"2359","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-05-27,NA,NA,NA,NA
"2360","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-05-27,NA,NA,NA,NA
"2361","O. infirmatus",NA,NA,NA,NA,NA,NA,7,6,2008-05-27,NA,NA,NA,NA
"2362","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-05-27,NA,NA,NA,NA
"2363","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-05-27,NA,NA,NA,NA
"2364","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-05-27,NA,NA,NA,NA
"2365","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-05-27,NA,NA,NA,NA
"2366","Anopheles crucians",NA,NA,NA,NA,1,18,34,6,2008-05-27,NA,NA,NA,NA
"2367","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-05-27,NA,NA,NA,NA
"2368","Culex  erraticus",NA,NA,NA,NA,NA,1,25,6,2008-05-27,NA,NA,NA,NA
"2369","C. nigrapalpus",NA,2,NA,NA,NA,5,42,6,2008-05-27,NA,NA,NA,NA
"2370","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-05-27,NA,NA,NA,NA
"2371","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-05-27,NA,NA,NA,NA
"2372","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2008-05-27,NA,NA,NA,NA
"2373","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-05-27,NA,NA,NA,NA
"2374","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-05-27,NA,NA,NA,NA
"2375","Coquillettidia  perturbans",NA,NA,NA,NA,9,NA,60,6,2008-05-27,NA,NA,NA,NA
"2376","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-05-27,NA,NA,NA,NA
"2377","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-05-27,NA,NA,NA,NA
"2378","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-05-27,NA,NA,NA,NA
"2379","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-05-27,NA,NA,NA,NA
"2380","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2008-05-27,NA,NA,NA,NA
"2381","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-05-27,NA,NA,NA,NA
"2382","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-05-27,NA,NA,NA,NA
"2383","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-05-27,NA,NA,NA,NA
"2384","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-05-27,NA,NA,NA,NA
"2385","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-05-27,NA,NA,NA,NA
"2386","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-05-27,NA,NA,NA,NA
"2387","Aedes albopictus",NA,NA,1,NA,NA,NA,2,10,2014-05-27,NA,NA,NA,NA
"2388","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2014-05-27,NA,NA,NA,NA
"2389","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2014-05-27,NA,NA,NA,NA
"2390","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,10,2014-05-27,NA,NA,NA,NA
"2391","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2014-05-27,NA,NA,NA,NA
"2392","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,10,2014-05-27,NA,NA,NA,NA
"2393","O. infirmatus",NA,NA,NA,2,NA,10,7,10,2014-05-27,NA,NA,NA,NA
"2394","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2014-05-27,NA,NA,NA,NA
"2395","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2014-05-27,NA,NA,NA,NA
"2396","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2014-05-27,NA,NA,NA,NA
"2397","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,10,2014-05-27,NA,NA,NA,NA
"2398","Anopheles crucians",84,10,2,NA,NA,66,34,10,2014-05-27,NA,648,24,17
"2399","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,10,2014-05-27,NA,24,NA,NA
"2400","Culex  erraticus",56,7,1,NA,1,8,25,10,2014-05-27,5,32,72,NA
"2401","C. nigripalpus",96,12,16,NA,3,22,42,10,2014-05-27,6,144,472,5
"2402","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2014-05-27,NA,NA,NA,NA
"2403","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2014-05-27,NA,NA,NA,NA
"2404","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2014-05-27,NA,NA,NA,NA
"2405","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2014-05-27,NA,NA,NA,NA
"2406","Culiseta  melanura",8,7,2,NA,NA,NA,41,10,2014-05-27,NA,24,NA,NA
"2407","Coquillettidia  perturbans",12,NA,NA,NA,NA,12,60,10,2014-05-27,5,128,152,2
"2408","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2014-05-27,NA,NA,NA,NA
"2409","M. dyari",NA,NA,NA,NA,NA,NA,48,10,2014-05-27,NA,NA,NA,NA
"2410","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2014-05-27,NA,NA,NA,NA
"2411","P. columbiae",NA,3,2,NA,NA,NA,50,10,2014-05-27,NA,NA,NA,NA
"2412","P. ferox",NA,NA,NA,NA,NA,NA,52,10,2014-05-27,NA,NA,NA,1
"2413","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2014-05-27,NA,NA,NA,1
"2414","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2014-05-27,NA,NA,NA,NA
"2415","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2014-05-27,2,NA,NA,NA
"2416","U.  lowii",NA,NA,NA,NA,NA,NA,71,10,2014-05-27,NA,NA,NA,NA
"2417","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2014-05-27,NA,NA,NA,NA
"2418","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2014-05-27,NA,NA,NA,NA
"2419","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2014-05-27,NA,NA,NA,NA
"2420","Aedes albopictus",1,NA,NA,2,1,NA,2,6,2009-11-02,NA,NA,NA,NA
"2421","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-11-02,NA,NA,NA,NA
"2422","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-11-02,NA,NA,NA,NA
"2423","Ochlerotatus atlanticus",3,2,NA,NA,NA,2,9,6,2009-11-02,NA,NA,NA,NA
"2424","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-11-02,NA,NA,NA,NA
"2425","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-11-02,NA,NA,NA,NA
"2426","O. infirmatus",NA,NA,NA,NA,1,NA,7,6,2009-11-02,NA,NA,NA,NA
"2427","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-11-02,NA,NA,NA,NA
"2428","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-11-02,NA,NA,NA,NA
"2429","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-11-02,NA,NA,NA,NA
"2430","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-11-02,NA,NA,NA,NA
"2431","Anopheles crucians",17,5,NA,NA,NA,12,34,6,2009-11-02,NA,NA,NA,NA
"2432","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-11-02,NA,NA,NA,NA
"2433","Culex  erraticus",3,1,NA,1,NA,15,25,6,2009-11-02,NA,NA,NA,NA
"2434","C. nigrapalpus",16,9,NA,4,6,34,42,6,2009-11-02,NA,NA,NA,NA
"2435","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-11-02,NA,NA,NA,NA
"2436","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-11-02,NA,NA,NA,NA
"2437","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2009-11-02,NA,NA,NA,NA
"2438","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-11-02,NA,NA,NA,NA
"2439","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2009-11-02,NA,NA,NA,NA
"2440","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-11-02,NA,NA,NA,NA
"2441","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-11-02,NA,NA,NA,NA
